,NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude ,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,UTC_YEAR,count,Make_final,UTC_MTH,UTC_DAY,UTC_HOUR,UTC_WEEKDAY
14762,CEN13FA274,ACC,86879.0,2013-06-22T13:47:00Z,Dayton,Ohio,United States,,N450JW,75-789,False,Aviation,DirectorBrief,2014-10-09T04:00:00Z,2014-10-03T17:09:00Z,Fatal,2.0,0.0,0.0,"The pilot's controlled flight into terrain. Contributing to the accident was the pilot's modified airshow maneuver, which placed the airplane at low altitude and airspeed and out of position within the performance area.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Action/decision - Action - (general) - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Related operating info, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Related operating info, Environmental issues - Task environment - Pressures/demands - Other pressure/demand - Decision related to condition",,39.907222,-84.217224,BOEING-STEARMAN,IB75A,AIR,KDAY,Dayton International,false,1,REC,,ASHO,091,Destroyed,VMC,Jane Wicker Airshow,Maneuvering,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86879,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86879/pdf,2013,,Boeing,6,22,13,Saturday
14797,DCA13WA109,INC,87220.0,2013-06-15T05:20:00Z,Thessaloniki,,Greece,,SU-BPZ,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737-800,AIR,LGTS,Thessaloniki International,false,,,,,,,,ASTRA AIRLINES,Taxi,,,Final,,,2013,,Boeing,6,15,5,Saturday
14823,DCA13WA107,INC,87198.0,2013-06-10T10:30:00Z,Sydney,,Australia,,VH-VUX,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737-800,AIR,,Sydney,false,,,,,,,,,Landing,,,Final,,,2013,,Boeing,6,10,10,Monday
14828,DCA13WA104,INC,87194.0,2013-06-09T08:10:00Z,London,,United Kingdom,,G-CIVA,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,747-400,AIR,EGLL,"London, Heathrow",false,,,,,,,,,Unknown,,,Final,,,2013,,Boeing,6,9,8,Sunday
14866,DCA13WA101,INC,87108.0,2013-06-04T04:00:00Z,Shijiazhuang,,China,,N782AN,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,777,,,,false,,,SCHD,,121,,,AMERICAN AIRLINES INC,,,,Final,,,2013,,Boeing,6,4,4,Tuesday
14890,DCA13WA103,INC,87193.0,2013-05-31T04:00:00Z,Eindhoven,,Netherlands,,EI-ENL,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737-800,AIR,,,false,,,,,,,,,Approach,,,Final,,,2013,,Boeing,5,31,4,Friday
14918,ENG13WA030,INC,87004.0,2013-05-25T09:10:00Z,Moscow,,Russia,,EI-UNW,30214,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,777,AIR,UUEE,Sheremetyevo-Moscow,false,,,SCHD,,129,,,Transaero,,,,Final,,,2013,,Boeing,5,25,9,Saturday
14922,ENG13WA029,INC,86986.0,2013-05-24T04:00:00Z,London,,United Kingdom,,G-EUOE,1574,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,AIRBUS,A319,,EGLL,London Heathrow,false,,TF,SCHD,,NUSC,Minor,,British Airways,,,,Final,,,2013,,Airbus,5,24,4,Friday
14940,ENG13IA027,INC,86978.0,2013-05-19T14:10:00Z,Atlanta,Georgia,United States,,B18701,30759,False,Aviation,DirectorBrief,2014-08-06T04:00:00Z,2014-08-06T11:06:00Z,,0.0,0.0,0.0,Failure of the right inboard foreflap outboard fitting due to fatigue and bearing anomalies on the sequence carriages which resulted in the partial separation of the right inboard foreflap. Contributing to the incident was the failure of maintenance personnel to detect the fatigue cracking and bearing anomalies during dedicated inspections.,"Aircraft - Aircraft structures - Wing structure - Trailing edge flaps - Fatigue/wear/corrosion, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel",,33.640834,-84.42778,BOEING,747,AIR,ATL,HARTSFIELD - JACKSON ATLANTA I,false,4,TF,SCHD,,129,Minor,VMC,China Airlines Ltd.,Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86978,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86978/pdf,2013,,Boeing,5,19,14,Sunday
14957,DCA13WA102,INC,87122.0,2013-05-17T08:03:00Z,Reus,,Spain,,G-OOBE,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,757,,,,false,,,SCHD,,129,,,THOMSONFLY AIRWAYS LTD,,,,Final,,,2013,,Boeing,5,17,8,Friday
14991,WPR13IA226,INC,86861.0,2013-05-10T10:07:00Z,Phoenix,Arizona,United States,,N913WN,29840,False,Aviation,DirectorBrief,2014-07-30T04:00:00Z,2014-06-02T21:02:00Z,,0.0,0.0,0.0,"The failure of the tug operator and wing walker to adequately monitor the environment during pushback of the airplane from the gate in preparation for flight, which led to the collision of the airplane with an adjacently parked airplane.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Ground crew, Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Ground crew",,33.433887,-112.006942,BOEING,737-7H4,AIR,PHX,Phoenix Sky Harbor Int'l,false,2,TF,SCHD,,121,Minor,VMC,SOUTHWEST AIRLINES CO,Pushback/Tow,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86861,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86861/pdf,2013,,Boeing,5,10,10,Friday
14996,DCA13CA091,ACC,86932.0,2013-05-09T15:46:00Z,Dallas,Texas,United States,,N327NW,297,False,Aviation,DirectorBrief,2015-09-01T04:00:00Z,2021-07-21T04:00:00Z,Serious,0.0,1.0,0.0,The flight attendant's inadvertent trip over the jumpseat that had not retracted automatically.,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Cabin crew,,32.896667,-97.03694100000001,AIRBUS,320,AIR,DFW,Dallas-Fort Worth,false,2,TF,SCHD,,121,,VMC,Delta Air Lines,Unknown,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86932,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86932/pdf,2013,,Airbus,5,9,15,Thursday
15034,DCA13FA082,ACC,86792.0,2013-05-01T20:24:00Z,Newark,New Jersey,United States,,"N17560, LN-RKO","145605, 515",False,Aviation,DirectorBrief,2020-04-22T04:00:00Z,2020-05-06T22:08:00Z,,0.0,0.0,0.0,the failure of flight 908's captain to ensure adequate clearance between the wingtip of his airplane and flight 4226's empennage when he attempted to pass behind the other airplane.,Aircraft - Aircraft handling/service - Towing and taxiing - Taxiing - Related operating info,,40.699722,-74.16583199999998,"EMBRAER, AIRBUS","EMB-145LR, A330","AIR, AIR",EWR,Newark Liberty International,"false, false","2, 2","TF, TF","SCHD, SCHD",,"121, 129","Substantial, Minor",VMC,"EXPRESSJET AIRLINES INC, SCANDINAVIAN AIRLINES SYSTEM",Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86792,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86792/pdf,2013,,Airbus,5,1,20,Wednesday
15049,DCA13MA081,ACC,86758.0,2013-04-29T04:00:00Z,Bagram,,Afghanistan,AAR1501,N949CA,25630,True,Aviation,Report,2015-08-26T04:00:00Z,2015-02-03T17:09:00Z,Fatal,7.0,0.0,0.0,"National Airlines' inadequate procedures for restraining special cargo loads, which resulted in the loadmaster's improper restraint of the cargo, which moved aft and damaged hydraulic systems Nos. 1 and 2 and horizontal stabilizer drive mechanism components, rendering the airplane uncontrollable. Contributing to the accident was the Federal Aviation Administration's inadequate oversight of National Airlines' handling of special cargo loads.","Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Operator, Personnel issues - Action/decision - Action - Incorrect action selection - Other, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - FAA/Regulator, Personnel issues - Action/decision - Action - Lack of action - Other, Aircraft - Aircraft systems - Hydraulic power system - (general) - Damaged/degraded, Aircraft - Aircraft systems - Flight control system - Stabilizer control system - Damaged/degraded, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Attain/maintain not possible",,34.946388,69.264999,BOEING,747-400 BCF,AIR,OAIX,Bagram Air Base,false,4,TJ,NSCH,,121,Destroyed,VMC,National Air Cargo,Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86758,https://www.ntsb.gov/investigations/Pages/DCA13MA081.aspx,2013,,Boeing,4,29,4,Monday
15055,ENG13WA024,INC,86820.0,2013-04-28T13:00:00Z,"Jeddah, Saudi Arabia",,Saudi Arabia,,HZ-AK16,41053,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,777,AIR,JED,King Abdulaziz International,false,2,TF,SCHD,,NUSC,Minor,,Saudi Arabian Airlines,,,,Final,,,2013,,Boeing,4,28,13,Sunday
15082,DCA13WA080,INC,86708.0,2013-04-22T12:45:00Z,Melbourne,,Australia,,N119UA,28812,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,747-400,AIR,,,false,4,TF,,,,Minor,,,Taxi,,,Final,,,2013,,Boeing,4,22,12,Monday
15090,WPR13LA212,ACC,86774.0,2013-04-20T11:27:00Z,Santa Rosa,California,United States,,N985SS,75-3431,False,Aviation,DirectorBrief,2013-08-13T04:00:00Z,2013-06-14T17:51:00Z,,0.0,0.0,0.0,The partial loss of engine power due to fuel contamination and partially blocked fuel screens.,Aircraft - Aircraft systems - Fuel system - (general) - Damaged/degraded,,38.508888,-122.812774,BOEING,A75N1,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,BELL PATRICK C,Maneuvering,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86774,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86774/pdf,2013,,Boeing,4,20,11,Saturday
15102,DCA13WA092,ACC,86933.0,2013-04-16T04:00:00Z,Madrid,,Spain,,XA-TOJ,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,767,AIR,,,false,2,,SCHD,,NUSC,Substantial,,Aero Mexico,Takeoff,,,Final,,,2013,,Boeing,4,16,4,Tuesday
15118,DCA13RA074,ACC,86641.0,2013-04-13T04:00:00Z,Denpasar,,Indonesia,,PK-LKS,38728,False,Aviation,,,,Minor,0.0,0.0,20.0,,,,,,BOEING,737,,WADD,Ngurah Rai Bali Intrnl Airport,false,,,SCHD,,129,Substantial,,Lion Air,,,,,,,2013,,Boeing,4,13,4,Saturday
15142,DCA13FA071,ACC,86601.0,2013-04-05T13:51:00Z,Las Vegas,Nevada,United States,,N560UW,5300,False,Aviation,DirectorBrief,2020-04-06T04:00:00Z,,,0.0,0.0,0.0,the captain's improper recovery from a bounced landing which resulted in a tailstrike.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Capability exceeded, Personnel issues - Action/decision - Action - Incorrect action sequence - Pilot",,36.799999,-115.300003,AIRBUS,321,AIR,LAS,Las vegas,false,2,TF,SCHD,,121,Substantial,VMC,U.A Airways Inc,Landing,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86601/pdf,2013,,Airbus,4,5,13,Friday
15144,DCA13WA098,ACC,87065.0,2013-04-05T04:00:00Z,Padang,,Indonesia,,PK-GGN,28735,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,,,,false,,,SCHD,,129,Substantial,,Citilink Garunda Indonesia,,,,Final,,,2013,,Boeing,4,5,4,Friday
15145,DCA13WA072,INC,86632.0,2013-04-05T04:00:00Z,Guatemala City,,Guatemala,,N279AD,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,B737,AIR,,,false,,,SCHD,,129,Minor,,,Takeoff,,,Final,,,2013,,Boeing,4,5,4,Friday
15178,DCA13WA093,INC,86935.0,2013-03-27T14:36:00Z,Valencian,,Spain,,EI-DLE,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,,,,false,,,SCHD,,NUSC,Minor,,Ryan Air,,,,Final,,,2013,,Boeing,3,27,14,Wednesday
15182,DCA13WA087,INC,86860.0,2013-03-27T04:00:00Z,Gran Canaria,,Spain,,D-ABOC,29015,False,Aviation,,,,,0.0,0.0,0.0,,,,28.149999,-15.416666,Boeing Company,Boeing 757-300,AIR,,,false,2,,SCHD,,NUSC,,,Not Provided by Authority,Enroute,,,,,,2013,,Boeing,3,27,4,Wednesday
15192,ENG13RA018,INC,86498.0,2013-03-24T19:06:00Z,Jeddah,,Saudi Arabia,,9M-MPM,28435,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,,AIR,JED,King Abdulaziz Intl Airport,false,,,SCHD,,129,Minor,,,,,,Final,,,2013,,Boeing,3,24,19,Sunday
15206,WPR13CA162,ACC,86502.0,2013-03-19T13:48:00Z,Mesa,Arizona,United States,,N47964,75-7540,False,Aviation,DirectorBrief,2013-07-18T04:00:00Z,2013-05-07T13:56:00Z,,0.0,0.0,0.0,The pilot’s failure to maintain directional control during the landing roll.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,33.45639,-111.723609,BOEING,B75N1,AIR,FFZ,Falcon Field Airport,false,1,REC,,PERS,091,Substantial,VMC,Arizona Wing Commemorative Air Force,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86502,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86502/pdf,2013,,Boeing,3,19,13,Tuesday
15238,DCA13WA067,INC,86419.0,2013-03-12T19:34:00Z,Katowice,,Poland,,OK-TVP,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,,,,false,,,SCHD,,129,,,,,,,Final,,,2013,,Boeing,3,12,19,Tuesday
15255,DCA13WA167,INC,88360.0,2013-03-08T13:06:00Z,Quetta,,Pakistan,,AP-BFT,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,,Minor,,,Landing,,,Final,,,2013,,Boeing,3,8,13,Friday
15257,DCA13CA065,ACC,86416.0,2013-03-07T21:21:00Z,Atlanta,Georgia,United States,,N698DL,29911,False,Aviation,DirectorBrief,2014-02-26T05:00:00Z,2014-01-31T13:24:00Z,,0.0,0.0,0.0,the pilot's failure to maintain correct airspeed and pitch attitude at touchdown.,Personnel issues - Action/decision - Action - Incorrect action performance - Flight crew,,33.636665,-84.42778,BOEING,757-232,AIR,KATL,Hartsfield/Jackson,false,2,TF,SCHD,,121,Substantial,VMC,DELTA AIR LINES INC,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86416,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86416/pdf,2013,,Boeing,3,7,21,Thursday
15263,DCA13WA064,INC,86370.0,2013-03-06T11:38:00Z,Keflavik,,Iceland,,OY-PSE,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,,,Keflavik,false,,,SCHD,,,Minor,,Primera Air,Takeoff,,,,,,2013,,Boeing,3,6,11,Wednesday
15268,DCA13WA069,INC,86486.0,2013-03-05T11:00:00Z,Porto Velho,,Brazil,,PR-IOD,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,Boeing,727,,SBPV,Porto Velho,false,,,SCHD,,NUSC,,,Rio Linhas Aéreas,Landing,,,,,,2013,,Boeing,3,5,11,Tuesday
15282,DCA13WA068,INC,86422.0,2013-03-02T10:49:00Z,Graz,,Austria,,D-ABIL,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,,,,false,,,SCHD,,129,,,DEUTSCHE LUFTHANSA AG,,,,Final,,,2013,,Boeing,3,2,10,Saturday
15284,DCA13WA113,INC,87312.0,2013-03-01T05:00:00Z,London,,United Kingdom,,G-CELS,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737-300,AIR,,London Gatwick,false,,,,,,,,,Standing,,,Final,,,2013,,Boeing,3,1,5,Friday
15290,DCA13WA060,INC,86319.0,2013-02-27T00:32:00Z,Keflavik,,Iceland,,TF-FIJ,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,757,AIR,,,false,,,SCHD,,NUSC,,,ICELANDAIR EHF,Approach,,,Final,,,2013,,Boeing,2,27,0,Wednesday
15293,ENG13IA016,INC,86302.0,2013-02-25T05:00:00Z,Dallas,Texas,United States,,B18701,30759,True,Aviation,DirectorBrief,2013-11-20T05:00:00Z,2013-11-12T16:51:00Z,,0.0,0.0,0.0,"Fuel leaking from a fractured fuel manifold feeder line that ignited on contact with the engine’s hot compressor rear frame, which resulted in an engine undercowl fire. The fuel manifold feeder line failed due to high amplitude fatigue because the fuel manifold resonance frequencies were within the engine operation range. Contributing to the incident was that the engine was overhauled about the same time as the most current fuel manifold configuration that addressed the high amplitude fatigue failure mode was introduced, thus it was not installed on the engine.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel distribution - Fatigue/wear/corrosion, Aircraft - Aircraft power plant - Engine fuel and control - Fuel distribution - Design, Aircraft - Aircraft power plant - Engine fuel and control - Fuel distribution - Failure",,32.901943,-97.041946,BOEING,747,AIR,,,false,4,TF,SCHD,,129,Minor,Unknown,China Airlines,Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86302,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86302/pdf,2013,,Boeing,2,25,5,Monday
15294,DCA13WA070,INC,86583.0,2013-02-25T02:00:00Z,Brisbane,,Australia,,VH-VYE,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,Boeing,737,AIR,,Brisbane,false,,,SCHD,,NUSC,,,Virgin Australia,Enroute,,,,,,2013,,Boeing,2,25,2,Monday
15311,WPR13LA131,ACC,86270.0,2013-02-19T17:00:00Z,Pacific Ocean,,Unknown,,N174UA,24381,False,Aviation,DirectorBrief,2015-12-14T05:00:00Z,2015-11-12T14:01:00Z,Serious,0.0,1.0,0.0,"The flight’s encounter with moderate clear air turbulence while en route, which resulted in a serious injury to a flight attendant. Contributing to the accident was the lack of communication equipment in the rest compartment, which, if installed, could have alerted the cabin crewmembers that the seatbelt sign was on.","Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on equipment, Aircraft - Aircraft systems - Communications system - Interphone - Not installed/available",,20.228055,-139.203048,BOEING,747-422,AIR,SFO,San Francisco International Ai,false,4,TF,SCHD,,121,,VMC,United Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=86270,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86270/pdf,2013,,Boeing,2,19,17,Tuesday
15346,DCA13WA053,ACC,86183.0,2013-02-11T11:25:00Z,Muscat,,Oman,,AP-BEH,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,Boeing,737,,,,false,2,,SCHD,,NUSC,Minor,,Pakistan International Airlines,,,,Final,,,2013,,Boeing,2,11,11,Monday
15368,DCA13WA059,INC,86318.0,2013-02-05T04:04:00Z,Sao Luis,,Brazil,,PR-VBI,30246,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,,,,false,,,SCHD,,129,,,VRG Linhas Aereas Group GOL,,,,Final,,,2013,,Boeing,2,5,4,Tuesday
15371,DCA13WA054,INC,86202.0,2013-02-04T00:20:00Z,Seoul,,Republic Of Korea,,HL7780,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,Boeing,737,AIR,,Gimpo,false,2,,SCHD,,NUSC,Minor,,Jeju Air,Landing,,,,,,2013,,Boeing,2,4,0,Monday
15404,DCA13WA042,INC,86079.0,2013-01-23T11:47:00Z,Genoa,,Italy,,EI-DCX,33569,False,Aviation,,2020-11-03T05:00:00Z,,Minor,0.0,0.0,2.0,,,,,,BOEING,737,,,,false,,,SCHD,,129,,,RYAN INTERNATIONAL AIRLINES INC,Enroute,,,Final,,,2013,,Boeing,1,23,11,Wednesday
15423,DCA13RA038,INC,86030.0,2013-01-16T01:47:00Z,Takamatsu,,Japan,,JA804A,,False,Aviation,,2020-11-03T05:00:00Z,,Minor,0.0,0.0,4.0,,,,,,BOEING,787,AIR,,Takamatsu,false,2,,SCHD,,129,Minor,,All Nippon Airways,,,,Final,,,2013,,Boeing,1,16,1,Wednesday
15444,ERA13RA106,ACC,85974.0,2013-01-07T22:02:00Z,"Pucallpa, Peru",,Peru,,N241CH,MJ016,False,Aviation,,,2013-04-11T18:28:00Z,Fatal,7.0,0.0,0.0,,,,-8.017499,-74.69444199999998,BOEING-VERTOL,234,HELI,,,false,2,TS,NSCH,POSI,NUSC,Destroyed,VMC,"Columbia Helicopters Peru, S.A.C.",Enroute,,,,https://data.ntsb.gov/Docket?ProjectID=85974,,2013,,Boeing,1,7,22,Monday
15447,DCA13IA037,INC,85973.0,2013-01-07T12:30:00Z,Boston,Massachusetts,United States,AIR1401,JA829J,34839,True,Aviation,Report,2015-08-05T04:00:00Z,2013-04-23T12:30:00Z,,0.0,0.0,0.0,"an internal short circuit within a cell of the auxiliary power unit (APU) lithium-ion battery, which led to thermal runaway that cascaded to adjacent cells, resulting in the release of smoke and fire. The incident resulted from Boeing's failure to incorporate design requirements to mitigate the most severe effects of an internal short circuit within an APU battery cell and the Federal Aviation Administration's failure to identify this design deficiency during the type design certification process.","Aircraft - Aircraft systems - Electrical power system - Battery/charger - Failure, Aircraft - Aircraft systems - Electrical power system - Battery/charger - Design, Organizational issues - Development - Design - Equipment design - FAA/Regulator, Organizational issues - Development - Design - Equipment design - Manufacturer, Organizational issues - Support/oversight/monitoring - Oversight - (general) - FAA/Regulator, Aircraft - Aircraft systems - Indicating/recording systems - Data recorders (flight/maint) - Capability exceeded, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - Manufacturer",,42.363056,-71.006385,BOEING,787,AIR,BOS,Gen Edward Lawrence Logan Intl,false,,,SCHD,,129,Minor,VMC,JAPAN AIRLINES INTERNATIONAL CO LTD,Unknown,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=85973,https://www.ntsb.gov/investigations/Pages/DCA13IA037.aspx,2013,,Boeing,1,7,12,Monday
